Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Payment Method,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Preferred Payment Method,Frequency of Purchases,Gender_encoded,Item Purchased_encoded,Category_encoded,Location_encoded,Size_encoded,Color_encoded,Season_encoded,Subscription Status_encoded,Payment Method_encoded,Shipping Type_encoded,Discount Applied_encoded,Promo Code Used_encoded,Preferred Payment Method_encoded,Frequency of Purchases_encoded,Is_High_Value,Is_Frequent_Buyer,Has_Subscription,Used_Discount,Used_Promo,Customer_Engagement_Score,Age_Group,Age_Group_encoded,Spending_Per_Purchase,Cluster
3500,-1.451334014093738,Female,Socks,Clothing,-1.2990413481736023,New Jersey,L,Indigo,Fall,-1.0472228322317403,No,Bank Transfer,Next Day Air,No,No,-0.8550574699772846,PayPal,Every 3 Months,0,21,1,29,0,9,0,0,0,3,0,0,4,2,0,0,0,0,0,0,,1,-3.089088900884732,0
3501,-0.39909282432937715,Female,Shirt,Clothing,-0.4967562872084167,Oregon,S,Silver,Fall,1.1870053109322565,No,Credit Card,Next Day Air,No,No,0.8756125041313129,Debit Card,Fortnightly,0,16,1,36,2,19,0,0,2,3,0,0,3,3,0,1,0,0,0,0,,1,-0.2648501682059795,0
3502,0.5873832910747114,Female,Shoes,Footwear,1.1500393642464377,Nebraska,M,Silver,Fall,1.4662838288277562,No,Bank Transfer,Standard,No,No,1.2217464989530324,Bank Transfer,Weekly,0,17,2,26,1,19,0,0,0,4,0,0,0,6,1,1,0,0,0,0,Young Adult,0,0.5176285254813626,0
3503,-0.8594483448512852,Female,Backpack,Accessories,0.09440112613435153,Massachusetts,M,Green,Fall,1.326644569880007,No,Bank Transfer,Next Day Air,No,No,0.04489091655918603,Bank Transfer,Quarterly,0,0,0,20,1,8,0,0,0,3,0,0,0,5,1,1,0,0,0,0,,1,0.09034543667506784,1
3504,-0.8594483448512852,Female,Shirt,Clothing,1.530069129966789,Nebraska,M,Pink,Spring,0.209530498298008,No,Cash,Free Shipping,No,No,0.9448393030956567,Cash,Weekly,0,16,1,26,1,16,1,0,1,2,0,0,1,6,1,1,0,0,0,0,,1,0.7867329334260852,0
3505,1.3765641833979823,Female,Handbag,Accessories,-0.7923349938798009,Hawaii,S,Violet,Fall,0.349169757245758,No,Bank Transfer,Next Day Air,No,No,1.7063340917034395,Venmo,Monthly,0,7,0,10,2,22,0,0,0,3,0,0,5,4,0,1,0,0,0,0,Young Adult,0,-0.29277057710974774,1
3506,0.2585579192733485,Female,Jewelry,Accessories,-0.7501094643553174,Indiana,L,Red,Winter,-0.06974801959749115,No,Cash,2-Day Shipping,No,No,1.0140661020600008,Bank Transfer,Every 3 Months,0,12,0,13,0,18,3,0,1,0,0,0,0,2,0,1,0,0,0,0,Young Adult,0,-0.3724353751786499,1
3507,-1.7143943115348286,Female,Shirt,Clothing,-0.11672652148806557,Illinois,L,Olive,Winter,-0.06974801959749115,No,Venmo,2-Day Shipping,No,No,-0.9242842689416285,Cash,Fortnightly,0,16,1,12,0,13,3,0,5,0,0,0,1,3,0,0,0,0,0,0,,1,-1.5416416094309076,1
3508,0.1270277705528034,Female,Handbag,Accessories,0.2210777147078019,Colorado,S,Purple,Spring,0.6284482751412579,No,Bank Transfer,Store Pickup,No,No,0.5294785093095933,Credit Card,Every 3 Months,0,7,0,5,2,17,1,0,0,5,0,0,2,2,1,1,0,0,0,0,Young Adult,0,0.14454450543904432,1
3509,0.5216182167144389,Female,Pants,Clothing,-0.243403110061516,Pennsylvania,M,Gray,Fall,1.326644569880007,No,Venmo,Standard,No,No,1.6371072927390955,Bank Transfer,Weekly,0,13,1,37,1,7,0,0,5,4,0,0,0,6,0,1,0,0,0,0,Young Adult,0,-0.09229928214589231,0
3510,0.3900880679938937,Female,T-shirt,Clothing,-1.5946200548449863,Ohio,L,Brown,Winter,0.7680875340890072,No,Cash,Next Day Air,No,No,1.2217464989530324,Venmo,Bi-Weekly,0,24,1,34,0,3,3,0,1,3,0,0,5,1,0,1,0,0,0,0,Young Adult,0,-0.7177326736405027,0
3511,0.32432299363362105,Female,Sneakers,Footwear,1.530069129966789,Pennsylvania,S,Orange,Fall,1.6059230877755069,No,Credit Card,2-Day Shipping,No,No,-0.7858306710129407,Venmo,Monthly,0,20,2,37,2,14,0,0,2,0,0,0,5,4,1,0,0,0,0,0,Young Adult,0,3.019915543557774,0
3512,1.6396244808390725,Female,Jewelry,Accessories,0.8966861870995372,Mississippi,M,Blue,Summer,0.209530498298008,No,Venmo,2-Day Shipping,No,No,-0.3012430782625334,Credit Card,Every 3 Months,0,12,0,23,1,2,2,0,5,0,0,0,2,2,1,0,0,0,0,0,Young Adult,0,1.2832591122960433,1
3513,-0.5306229730499223,Female,Shirt,Clothing,-0.5812073462573836,Kentucky,M,White,Fall,-0.488665796440741,No,Bank Transfer,Free Shipping,No,No,0.39102491138090556,Debit Card,Quarterly,0,16,1,16,1,23,0,0,0,2,0,0,3,5,0,1,0,0,0,0,,1,-0.41782669850276394,1
3514,-0.9252134192115578,Female,Blouse,Clothing,0.601107480428153,Alaska,XL,Charcoal,Spring,0.6284482751412579,No,Bank Transfer,Store Pickup,No,No,0.2525713134522177,Credit Card,Fortnightly,0,2,1,1,3,4,1,0,0,5,0,0,2,3,1,1,0,0,0,0,,1,0.4798988081336765,1
3515,-1.2540387910129207,Female,Sneakers,Footwear,-0.4123052281594498,Georgia,XL,Gray,Winter,1.326644569880007,No,Venmo,Express,No,No,0.4602517103452494,Cash,Monthly,0,20,2,9,3,7,3,0,5,1,0,0,1,4,0,1,0,0,0,0,,1,-0.2823521624651738,1
3516,-1.6486292371745561,Female,Dress,Clothing,0.8544606575750537,South Dakota,XL,Charcoal,Winter,0.349169757245758,No,PayPal,Next Day Air,No,No,-0.647377073084253,Debit Card,Bi-Weekly,0,5,1,40,3,4,3,0,4,3,0,0,3,1,1,0,0,0,0,0,,1,2.4231568407893453,0
3517,-0.6621531217704675,Female,Boots,Footwear,-0.15895205101254908,South Carolina,S,White,Summer,0.349169757245758,No,Venmo,Free Shipping,No,No,0.8756125041313129,PayPal,Bi-Weekly,0,3,2,39,2,23,2,0,5,2,0,0,4,1,0,1,0,0,0,0,,1,-0.0847467430838906,0
3518,-0.9909784935718302,Female,Skirt,Clothing,0.3899798328057357,Tennessee,M,Orange,Winter,-0.9075835732839902,No,Debit Card,Next Day Air,No,No,0.5987053082739372,Debit Card,Every 3 Months,0,19,1,41,1,14,3,0,3,3,0,0,3,2,1,1,0,0,0,0,,1,0.2439347832195431,0
3519,0.3900880679938937,Female,Shirt,Clothing,1.5722946594912726,Colorado,M,Black,Spring,0.6284482751412579,No,Bank Transfer,Standard,No,No,0.32179811241656164,PayPal,Quarterly,0,16,1,5,1,1,1,0,0,4,0,0,4,5,1,1,0,0,0,0,Young Adult,0,1.1895119570240145,1
3520,-0.8594483448512852,Female,Shorts,Clothing,0.2633032442322854,Wisconsin,M,White,Winter,-0.06974801959749115,No,Credit Card,Next Day Air,No,No,-0.7858306710129407,Bank Transfer,Fortnightly,0,18,1,48,1,23,3,0,2,3,0,0,0,3,1,0,0,0,0,0,,1,1.2294162076223103,0
3521,-0.20179760124855942,Female,Hat,Accessories,0.4322053623302191,Georgia,S,Brown,Spring,-0.9075835732839902,No,PayPal,Express,No,No,0.5294785093095933,Bank Transfer,Monthly,0,8,0,9,2,3,1,0,4,1,0,0,0,4,1,1,0,0,0,0,,1,0.2825834816896621,1
3522,0.5216182167144389,Female,Shoes,Footwear,-0.4123052281594498,Maryland,M,Pink,Winter,-0.06974801959749115,No,Credit Card,Store Pickup,No,No,0.6679321072382811,Venmo,Weekly,0,17,2,19,1,16,3,0,2,5,0,0,5,6,0,1,0,0,0,0,Young Adult,0,-0.24719545020458547,1
3523,-1.1225086422923753,Female,Pants,Clothing,1.065588305197471,New Jersey,M,Yellow,Spring,-0.7679443143362402,No,Bank Transfer,Store Pickup,No,No,-0.8550574699772846,Cash,Quarterly,0,13,1,29,1,24,1,0,0,5,0,0,1,5,1,0,0,0,0,0,,1,3.019915543557774,0
3524,0.32432299363362105,Female,Backpack,Accessories,-0.03227546243909867,Nevada,M,Cyan,Summer,-1.32650135012724,No,PayPal,Standard,No,No,0.32179811241656164,Cash,Fortnightly,0,0,0,27,1,5,2,0,4,4,0,0,1,3,0,1,0,0,0,0,Young Adult,0,-0.024417845763216775,0
3525,1.6396244808390725,Female,Pants,Clothing,0.601107480428153,Michigan,L,Silver,Summer,-1.18686209117949,No,Credit Card,Free Shipping,No,No,0.32179811241656164,Credit Card,Monthly,0,13,1,21,0,19,2,0,2,2,0,0,2,4,1,1,0,0,0,0,Young Adult,0,0.4547649711264797,1
3526,0.061262696192530795,Female,Sunglasses,Accessories,-0.9190115824532511,Wyoming,L,Olive,Winter,-0.3490265374929911,No,PayPal,Standard,No,No,1.498653694810408,Bank Transfer,Annually,0,22,0,49,0,13,3,0,4,4,0,0,0,0,0,1,0,0,0,0,Young Adult,0,-0.367802702856341,0
3527,-1.5828641628142834,Female,Sweater,Clothing,1.6567457185402394,Massachusetts,M,Olive,Spring,0.06989123935025808,No,PayPal,Express,No,No,-1.6857790575494114,PayPal,Every 3 Months,0,23,1,20,1,13,1,0,4,1,0,0,4,2,1,0,0,0,0,0,,1,-2.4158593067284917,1
3528,-1.2540387910129207,Female,Blouse,Clothing,1.5722946594912726,Washington,S,Charcoal,Spring,1.326644569880007,No,Cash,Free Shipping,No,No,-1.6857790575494114,Cash,Weekly,0,2,1,46,2,4,1,0,1,2,0,0,1,6,1,0,0,0,0,0,,1,-2.2927131445363313,0
3529,-0.39909282432937715,Female,Scarf,Accessories,0.3055287737567688,Maine,L,Gray,Summer,1.0473660519845072,No,Cash,Free Shipping,No,No,0.5294785093095933,PayPal,Annually,0,15,0,18,0,7,2,0,1,2,0,0,4,0,1,1,0,0,0,0,,1,0.19976009593929142,1
3530,0.7189134397952566,Female,T-shirt,Clothing,-1.6790711138939531,Montana,S,Maroon,Winter,0.209530498298008,No,Credit Card,Next Day Air,No,No,1.2217464989530324,Bank Transfer,Weekly,0,24,1,25,2,12,3,0,2,3,0,0,0,6,0,1,0,0,0,0,Young Adult,0,-0.7557437874596371,0
3531,1.1792689603171647,Female,Sunglasses,Accessories,-0.6234328757818671,Oklahoma,L,Black,Spring,-0.488665796440741,No,Bank Transfer,Express,No,No,0.806385705166969,PayPal,Weekly,0,22,0,35,0,1,1,0,0,1,0,0,4,6,0,1,0,0,0,0,Young Adult,0,-0.34512721950722125,0
3532,0.653148365434984,Female,Shoes,Footwear,-0.3278541691104829,North Dakota,XL,Violet,Winter,1.1870053109322565,No,Credit Card,2-Day Shipping,No,No,-0.16278948033384558,Cash,Quarterly,0,17,2,33,3,22,3,0,2,0,0,0,1,5,0,0,0,0,0,0,Young Adult,0,-0.39160302147328224,0
3533,1.113503885956892,Female,Pants,Clothing,0.3477543032812523,Connecticut,L,Indigo,Fall,1.1870053109322565,No,Credit Card,Standard,No,No,-0.9242842689416285,Credit Card,Annually,0,13,1,6,0,9,0,0,2,4,0,0,2,0,1,0,0,0,0,0,Young Adult,0,3.019915543557774,1
3534,0.3900880679938937,Female,Sneakers,Footwear,1.614520189015756,Texas,L,Yellow,Fall,1.326644569880007,No,Venmo,Standard,No,No,0.32179811241656164,Venmo,Fortnightly,0,20,2,42,0,24,0,0,5,4,0,0,5,3,1,1,0,0,0,0,Young Adult,0,1.2214574781499943,0
3535,1.3765641833979823,Female,Shoes,Footwear,0.9811372461485041,Delaware,M,Gray,Fall,-0.7679443143362402,No,Venmo,Express,No,No,-1.270418263763348,Cash,Weekly,0,17,2,7,1,7,0,0,5,1,0,0,1,6,1,0,0,0,0,0,Young Adult,0,-3.089088900884732,1
3536,1.5738594064788,Female,Shorts,Clothing,-0.37007969863496637,Mississippi,M,Red,Summer,1.745562346723256,No,Bank Transfer,Express,No,No,-0.37046987722687724,Debit Card,Monthly,0,18,1,23,1,18,2,0,0,1,0,0,3,4,0,0,0,0,0,0,Young Adult,0,-0.5878665456145932,1
3537,0.7189134397952566,Female,Handbag,Accessories,-1.6368455843694698,Minnesota,L,Peach,Spring,1.0473660519845072,No,Venmo,Express,No,No,-1.0627378668703162,Venmo,Monthly,0,7,0,22,0,15,1,0,5,1,0,0,5,4,0,0,0,0,0,0,Young Adult,0,3.019915543557774,1
3538,0.8504435885158017,Female,Handbag,Accessories,1.3611670118688552,Georgia,M,Gray,Spring,-0.3490265374929911,No,Venmo,Standard,No,No,1.0140661020600008,Credit Card,Every 3 Months,0,7,0,9,1,7,1,0,5,4,0,0,2,2,1,1,0,0,0,0,Young Adult,0,0.6758303565491937,1
3539,0.7846785141555291,Female,Shoes,Footwear,0.136626655658835,Iowa,S,White,Spring,1.0473660519845072,No,Venmo,Store Pickup,No,No,-0.3012430782625334,Venmo,Monthly,0,17,2,14,2,23,1,0,5,5,0,0,5,4,1,0,0,0,0,0,Young Adult,0,0.19552816066438575,1
3540,-0.9909784935718302,Female,Jewelry,Accessories,-0.15895205101254908,New York,S,Green,Spring,-0.7679443143362402,No,Venmo,Express,No,No,-0.578150274119909,Credit Card,Bi-Weekly,0,12,0,31,2,8,1,0,5,1,0,0,2,1,0,0,0,0,0,0,,1,-0.3767978056188913,0
3541,-1.3198038653731932,Female,Shorts,Clothing,1.4878436004423055,Nevada,M,Magenta,Spring,1.1870053109322565,No,Bank Transfer,Free Shipping,No,No,-1.4088718616920357,Bank Transfer,Weekly,0,18,1,27,1,11,1,0,0,2,0,0,0,6,1,0,0,0,0,0,,1,-3.089088900884732,0
3542,0.9819737372363471,Female,Blouse,Clothing,0.2633032442322854,Virginia,M,Olive,Winter,0.349169757245758,No,Cash,Next Day Air,No,No,-0.2320162792981895,PayPal,Annually,0,2,1,45,1,13,3,0,1,3,0,0,4,0,1,0,0,0,0,0,Young Adult,0,0.34285003332058867,0
3543,1.1792689603171647,Female,Coat,Outerwear,-1.3412668776980856,Idaho,S,Olive,Spring,0.6284482751412579,No,Bank Transfer,Express,No,No,-1.4088718616920357,Venmo,Weekly,0,4,3,11,2,13,1,0,0,1,0,0,5,6,0,0,0,0,0,0,Young Adult,0,3.019915543557774,1
3544,0.9162086628760744,Female,Hat,Accessories,0.9811372461485041,Colorado,M,Blue,Winter,0.4888090161935072,No,Credit Card,Standard,No,No,-0.5089234751555651,PayPal,Every 3 Months,0,8,0,5,1,2,3,0,2,4,0,0,4,2,1,0,0,0,0,0,Young Adult,0,1.997931476075572,1
3545,1.3107991090377098,Female,Socks,Clothing,-0.20117758053703258,Wisconsin,XL,Charcoal,Fall,-0.20938727854524108,No,PayPal,2-Day Shipping,No,No,1.1525196999886884,Cash,Every 3 Months,0,21,1,48,3,4,0,0,4,0,0,0,1,2,0,1,0,0,0,0,Young Adult,0,-0.09346143523708043,0
3546,0.2585579192733485,Female,Sandals,Footwear,-1.3412668776980856,Connecticut,M,Yellow,Spring,-0.06974801959749115,No,Venmo,2-Day Shipping,No,No,-0.2320162792981895,Debit Card,Annually,0,14,2,6,1,24,1,0,5,0,0,0,3,0,0,0,0,0,0,0,Young Adult,0,-1.7464782671075225,1
3547,1.0477388115966195,Female,Scarf,Accessories,0.8122351280505702,Kansas,M,Violet,Summer,-0.20938727854524108,No,Bank Transfer,Free Shipping,No,No,0.806385705166969,Bank Transfer,Bi-Weekly,0,15,0,15,1,22,2,0,0,2,0,0,0,1,1,1,0,0,0,0,Young Adult,0,0.4496465653637871,1
3548,0.5216182167144389,Female,Scarf,Accessories,-1.2145902891246352,Pennsylvania,L,Magenta,Summer,0.06989123935025808,No,Debit Card,Standard,No,No,-0.16278948033384558,Credit Card,Annually,0,15,0,37,0,11,2,0,3,4,0,0,2,0,0,0,0,0,0,0,Young Adult,0,-1.450758513651936,0
3549,1.2450340346774371,Female,Blouse,Clothing,-0.9612371119777346,Utah,M,Red,Fall,-1.0472228322317403,No,Venmo,Standard,No,No,1.498653694810408,Debit Card,Fortnightly,0,2,1,43,1,18,0,0,5,4,0,0,3,3,0,1,0,0,0,0,Young Adult,0,-0.384702015318962,0
3550,-0.004502378167741707,Female,T-shirt,Clothing,-1.087913700551185,Oregon,M,Cyan,Summer,-0.488665796440741,No,Credit Card,2-Day Shipping,No,No,-0.9935110679059725,Bank Transfer,Fortnightly,0,24,1,36,1,5,2,0,2,0,0,0,0,3,0,0,0,0,0,0,,1,-3.089088900884732,0
3551,1.2450340346774371,Female,Shoes,Footwear,0.601107480428153,West Virginia,S,Orange,Winter,1.4662838288277562,No,Venmo,Standard,No,No,0.4602517103452494,Cash,Weekly,0,17,2,47,2,14,3,0,5,4,0,0,1,6,1,1,0,0,0,0,Young Adult,0,0.4116464827053907,0
3552,1.442329257758255,Female,Gloves,Accessories,-1.2145902891246352,Montana,L,Black,Spring,-1.6057798680227393,No,Credit Card,Store Pickup,No,No,-0.37046987722687724,Venmo,Weekly,0,6,0,25,0,1,1,0,2,5,0,0,5,6,0,0,0,0,0,0,Young Adult,0,-1.9293600817293428,0
3553,-1.451334014093738,Female,Sunglasses,Accessories,0.2633032442322854,Kentucky,M,Blue,Winter,-1.18686209117949,No,Credit Card,Next Day Air,No,No,-1.5473254596207235,PayPal,Quarterly,0,22,0,16,1,2,3,0,2,3,0,0,4,5,1,0,0,0,0,0,,1,-0.48107253116773496,1
3554,1.1792689603171647,Female,Shoes,Footwear,1.6567457185402394,Minnesota,M,Charcoal,Spring,1.6059230877755069,No,Cash,Free Shipping,No,No,0.4602517103452494,Bank Transfer,Weekly,0,17,2,22,1,4,1,0,1,2,0,0,0,6,1,1,0,0,0,0,Young Adult,0,1.1345617380913957,1
3555,-0.33332774996910464,Female,Dress,Clothing,-0.20117758053703258,Louisiana,M,Indigo,Spring,1.745562346723256,No,Bank Transfer,Free Shipping,No,No,-1.4088718616920357,Credit Card,Fortnightly,0,5,1,17,1,9,1,0,0,2,0,0,2,3,0,0,0,0,0,0,,1,0.49203087662843503,1
3556,-1.2540387910129207,Female,Blouse,Clothing,-1.552394525320503,Delaware,L,Silver,Spring,1.1870053109322565,No,PayPal,Next Day Air,No,No,1.3602000968817205,Cash,Quarterly,0,2,1,7,0,19,1,0,4,3,0,0,1,5,0,1,0,0,0,0,,1,-0.6577385228360577,1
3557,1.7053895551993452,Female,Sweater,Clothing,1.1922648937709215,Arizona,M,Brown,Fall,0.6284482751412579,No,Bank Transfer,Express,No,No,1.2217464989530324,Cash,Bi-Weekly,0,23,1,2,1,3,0,0,0,1,0,0,1,1,1,1,0,0,0,0,Young Adult,0,0.5366340823909299,1
3558,0.5216182167144389,Female,Jacket,Outerwear,-1.4257179367470525,Nevada,M,Peach,Summer,1.6059230877755069,No,PayPal,Next Day Air,No,No,-1.6857790575494114,PayPal,Every 3 Months,0,10,3,27,1,15,2,0,4,3,0,0,4,2,0,0,0,0,0,0,Young Adult,0,2.078975613285373,0
3559,1.5738594064788,Female,Backpack,Accessories,1.4456180709178221,Alaska,L,Magenta,Summer,1.4662838288277562,No,Credit Card,Standard,No,No,-1.13196466583466,Venmo,Quarterly,0,0,0,1,0,11,2,0,2,4,0,0,5,5,1,0,0,0,0,0,Young Adult,0,-3.089088900884732,1
3560,-1.7143943115348286,Female,Shorts,Clothing,-1.4679434662715363,Utah,M,Beige,Fall,-1.0472228322317403,No,Debit Card,Next Day Air,No,No,-0.8550574699772846,Venmo,Every 3 Months,0,18,1,43,1,0,0,0,3,3,0,0,5,2,0,0,0,0,0,0,,1,-3.089088900884732,0
3561,-1.7143943115348286,Female,Socks,Clothing,1.530069129966789,Kansas,XL,Violet,Fall,-0.3490265374929911,No,Cash,Express,No,No,-1.4088718616920357,Credit Card,Annually,0,21,1,15,3,22,0,0,1,1,0,0,2,0,1,0,0,0,0,0,,1,-3.089088900884732,1
3562,1.2450340346774371,Female,Sneakers,Footwear,-1.2990413481736023,North Carolina,L,Black,Spring,-0.488665796440741,No,Cash,Standard,No,No,0.9448393030956567,Credit Card,Fortnightly,0,20,2,32,0,1,1,0,1,4,0,0,2,3,0,1,0,0,0,0,Young Adult,0,-0.6679427683849668,0
3563,0.192792844913076,Female,Sneakers,Footwear,-1.003462641502218,Maryland,M,Cyan,Winter,-0.488665796440741,No,PayPal,Free Shipping,No,No,-1.270418263763348,Bank Transfer,Weekly,0,20,2,19,1,5,3,0,4,2,0,0,0,6,0,0,0,0,0,0,Young Adult,0,3.019915543557774,1
3564,-0.07026745252801421,Female,Blouse,Clothing,1.2767159528198881,Maine,M,Green,Summer,1.6059230877755069,No,Credit Card,Standard,No,No,-1.201191464799004,Credit Card,Every 3 Months,0,2,1,18,1,8,2,0,2,4,0,0,2,2,1,0,0,0,0,0,,1,-3.089088900884732,1
3565,1.0477388115966195,Female,Gloves,Accessories,-0.9190115824532511,Illinois,S,Brown,Summer,0.9077267930367576,No,PayPal,Free Shipping,No,No,1.0140661020600008,Venmo,Annually,0,6,0,12,2,3,2,0,4,2,0,0,5,0,0,1,0,0,0,0,Young Adult,0,-0.4562966337168773,1
3566,0.32432299363362105,Female,Handbag,Accessories,-0.3278541691104829,Pennsylvania,S,Gray,Spring,0.6284482751412579,No,Cash,Store Pickup,No,No,0.6679321072382811,PayPal,Monthly,0,7,0,37,2,7,1,0,1,5,0,0,4,4,0,1,0,0,0,0,Young Adult,0,-0.1965632579933576,0
3567,-1.056743567932103,Female,Jeans,Clothing,1.1922648937709215,Alaska,S,Orange,Spring,-0.9075835732839902,No,Credit Card,Next Day Air,No,No,-0.7858306710129407,Venmo,Monthly,0,11,1,1,2,14,1,0,2,3,0,0,5,4,1,0,0,0,0,0,,1,3.019915543557774,1
3568,-0.7936832704910126,Female,Scarf,Accessories,-0.15895205101254908,New Mexico,S,Silver,Summer,0.349169757245758,No,Venmo,Next Day Air,No,No,0.04489091655918603,Credit Card,Monthly,0,15,0,30,2,19,2,0,5,3,0,0,2,4,0,1,0,0,0,0,,1,-0.15212310538211624,0
3569,-0.9909784935718302,Female,Sandals,Footwear,0.4744308918547026,Arkansas,M,Purple,Spring,1.4662838288277562,No,Cash,Next Day Air,No,No,-0.7858306710129407,PayPal,Quarterly,0,14,2,3,1,17,1,0,1,3,0,0,4,5,1,0,0,0,0,0,,1,2.215213980912127,1
3570,-0.5963880474101949,Female,Sandals,Footwear,1.4456180709178221,Alaska,M,Olive,Fall,-0.628305055388491,No,Credit Card,Express,No,No,-1.13196466583466,Bank Transfer,Fortnightly,0,14,2,1,1,13,0,0,2,1,0,0,0,3,1,0,0,0,0,0,,1,-3.089088900884732,1
3571,-1.3855689397334658,Female,Dress,Clothing,1.5722946594912726,Louisiana,XL,Teal,Winter,1.326644569880007,No,PayPal,Standard,No,No,0.4602517103452494,Debit Card,Annually,0,5,1,17,3,20,3,0,4,4,0,0,3,0,1,1,0,0,0,0,,1,1.0767285176605152,1
3572,1.7053895551993452,Female,Skirt,Clothing,-1.3834924072225692,North Dakota,M,White,Summer,-0.7679443143362402,No,Cash,Standard,No,No,-0.7166038720485969,Bank Transfer,Every 3 Months,0,19,1,33,1,23,2,0,1,4,0,0,0,2,0,0,0,0,0,0,Young Adult,0,-3.089088900884732,0
3573,-1.3855689397334658,Female,Shorts,Clothing,-1.3412668776980856,Rhode Island,M,Black,Spring,1.745562346723256,No,Bank Transfer,Standard,No,No,-0.02433588240515777,Credit Card,Monthly,0,18,1,38,1,1,1,0,0,4,0,0,2,4,0,0,0,0,0,0,,1,-1.3747219493984353,0
3574,-0.07026745252801421,Female,Jeans,Clothing,0.3055287737567688,Connecticut,L,Maroon,Fall,1.6059230877755069,No,Cash,Free Shipping,No,No,0.11411771552352994,PayPal,Monthly,0,11,1,6,0,12,0,0,1,2,0,0,4,4,1,1,0,0,0,0,,1,0.2742338349886117,1
3575,-0.9909784935718302,Female,Socks,Clothing,0.4322053623302191,New York,M,Cyan,Fall,1.6059230877755069,No,Cash,Express,No,No,0.9448393030956567,Bank Transfer,Quarterly,0,21,1,31,1,5,0,0,1,1,0,0,0,5,1,1,0,0,0,0,,1,0.22223191481284105,0
3576,1.113503885956892,Female,Coat,Outerwear,1.4878436004423055,Kentucky,M,Violet,Fall,-0.06974801959749115,No,Cash,Express,No,No,1.6371072927390955,Venmo,Bi-Weekly,0,4,3,16,1,22,0,0,1,1,0,0,5,1,1,1,0,0,0,0,Young Adult,0,0.5641953228595871,1
3577,-0.9909784935718302,Female,Boots,Footwear,-1.5101689957960194,Maine,L,Yellow,Spring,-1.0472228322317403,No,Cash,Express,No,No,-0.9242842689416285,Venmo,Bi-Weekly,0,3,2,18,0,24,1,0,1,1,0,0,5,1,0,0,0,0,0,0,,1,-3.089088900884732,1
3578,1.442329257758255,Female,Belt,Accessories,-1.0456881710267014,Missouri,S,Yellow,Winter,-1.6057798680227393,No,PayPal,Standard,No,No,-0.8550574699772846,Bank Transfer,Weekly,0,1,0,24,2,24,3,0,4,4,0,0,0,6,0,0,0,0,0,0,Young Adult,0,-3.089088900884732,1
3579,0.1270277705528034,Female,Shoes,Footwear,-1.5946200548449863,Georgia,L,Olive,Winter,-1.6057798680227393,No,Credit Card,Standard,No,No,-0.2320162792981895,Bank Transfer,Quarterly,0,17,2,9,0,13,3,0,2,4,0,0,0,5,0,0,0,0,0,0,Young Adult,0,-2.076372209280382,1
3580,-0.6621531217704675,Female,Scarf,Accessories,0.2633032442322854,Arizona,L,Olive,Fall,1.4662838288277562,No,Bank Transfer,Standard,No,No,-0.43969667619122116,Credit Card,Every 3 Months,0,15,0,2,0,13,0,0,0,4,0,0,2,2,1,0,0,0,0,0,,1,0.4699298273699799,1
3581,0.45585314235416624,Female,Blouse,Clothing,0.9811372461485041,New Hampshire,M,Magenta,Summer,-0.7679443143362402,No,Bank Transfer,2-Day Shipping,No,No,-1.5473254596207235,Cash,Bi-Weekly,0,2,1,28,1,11,2,0,0,0,0,0,1,1,1,0,0,0,0,0,Young Adult,0,-1.7926029730617614,0
3582,-1.188273716652648,Female,Dress,Clothing,1.4878436004423055,Georgia,M,Orange,Fall,1.6059230877755069,No,Venmo,Next Day Air,No,No,1.7063340917034395,Credit Card,Weekly,0,5,1,9,1,14,0,0,5,3,0,0,2,6,1,1,0,0,0,0,,1,0.5497634623173285,1
3583,-1.3855689397334658,Female,Shorts,Clothing,-0.7923349938798009,California,S,Beige,Summer,-0.488665796440741,No,Cash,2-Day Shipping,No,No,-0.7166038720485969,PayPal,Annually,0,18,1,4,2,0,2,0,1,0,0,0,4,0,0,0,0,0,0,0,,1,-2.7958568086564357,1
3584,0.5216182167144389,Female,Blouse,Clothing,0.7277840690016033,Arizona,L,Brown,Summer,-1.4661406090749896,No,Debit Card,Store Pickup,No,No,1.2909732979173765,Credit Card,Every 3 Months,0,2,1,2,0,3,2,0,3,5,0,0,2,2,1,1,0,0,0,0,Young Adult,0,0.3176746187584116,1
3585,-0.33332774996910464,Female,Sneakers,Footwear,-0.3278541691104829,Florida,L,Indigo,Fall,1.4662838288277562,No,Debit Card,Express,No,No,1.567880493774752,Debit Card,Monthly,0,20,2,8,0,9,0,0,3,1,0,0,3,4,0,1,0,0,0,0,,1,-0.12767501054090777,1
3586,-0.33332774996910464,Female,Gloves,Accessories,-0.7923349938798009,New York,XL,Gray,Winter,0.4888090161935072,No,Cash,Standard,No,No,-1.4780986606563795,Venmo,Bi-Weekly,0,6,0,31,3,7,3,0,1,4,0,0,5,1,0,0,0,0,0,0,,1,1.6572625256720186,0
3587,-0.72791819613074,Female,Hoodie,Clothing,-1.3412668776980856,Idaho,M,Yellow,Winter,1.1870053109322565,No,PayPal,Store Pickup,No,No,-0.9242842689416285,PayPal,Bi-Weekly,0,9,1,11,1,24,3,0,4,5,0,0,4,1,0,0,0,0,0,0,,1,-3.089088900884732,1
